ticker,sector,ind,country,atr,ipo,index
"HNI","Consumer Goods","Business Equipment","USA","0.83","1990-03-26","0"
"BAH","Services","Management Services","USA","1.78","2010-11-18","0"
"CNHI","Industrial Goods","Farm & Construction Machinery","United Kingdom","0.29","2013-09-30","0"
"DDMX","Conglomerates","Conglomerates","Mexico","0.03",NULL,"0"
"PQIN",,,,NULL,NULL,"0"
"FSMD","Financial","Exchange Traded Fund","USA","0.25",NULL,"0"
"PVT","Conglomerates","Conglomerates","USA","0.03",NULL,"0"
"IBDR","Financial","Exchange Traded Fund","USA","0.11",NULL,"0"
"CLPR","Financial","REIT - Diversified","USA","0.37",NULL,"0"
"IMMR","Technology","Application Software","USA","0.26","1999-11-12","0"
"NEBU","Conglomerates","Conglomerates","USA","0.02",NULL,"0"
"FIW","Financial","Exchange Traded Fund","USA","0.72","2007-05-11","0"
"EMDV","Financial","Exchange Traded Fund","USA","0.47",NULL,"0"
"HAP","Financial","Exchange Traded Fund","USA","0.35","2008-11-11","0"
"BROG","Conglomerates","Conglomerates","USA","0.02",NULL,"0"
"HUSE","Financial","Exchange Traded Fund","USA","0.29","2012-08-03","0"
"KEX","Services","Shipping","USA","2.30","1991-08-21","0"
"RVNU","Financial","Exchange Traded Fund","USA","0.10","2013-06-04","0"
"PGR","Financial","Property & Casualty Insurance","USA","1.82","1986-07-09","1"
"WMT","Services","Discount, Variety Stores","USA","1.92","1972-08-25","2"
"DEM","Financial","Exchange Traded Fund","USA","0.45","2007-07-13","0"
"SJIJ",,,,NULL,NULL,"0"
"MYOV","Healthcare","Biotechnology","United Kingdom","0.52",NULL,"0"
"ARCM","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"IMLP","Financial","Exchange Traded Fund","USA","0.17","2013-01-04","0"
"PLAN","Technology","Business Software & Services","USA","2.57",NULL,"0"
"ING","Financial","Life Insurance","Netherlands","0.22","1996-11-18","0"
"CET","Financial","Asset Management","USA","0.45","1992-03-17","0"
"GPAQ","Conglomerates","Conglomerates","USA","0.04",NULL,"0"
"DISH","Services","CATV Systems","USA","1.02","1995-06-21","0"
"NULC",,,,NULL,NULL,"0"
"NUO","Financial","Asset Management","USA","0.13","1991-10-17","0"
"FOX","Services","Entertainment - Diversified","USA","0.80","1987-12-30","0"
"HOLD","Financial","Exchange Traded Fund","USA","0.17","2014-01-15","0"
"PBE","Financial","Exchange Traded Fund","USA","0.84","2005-06-23","0"
"CLBK",,,,NULL,NULL,"0"
"PHD","Financial","Closed-End Fund - Debt","USA","0.06","2004-12-23","0"
"MMIT","Financial","Exchange Traded Fund","USA","0.05",NULL,"0"
"CLW","Consumer Goods","Paper & Paper Products","USA","0.88","2008-12-05","0"
"SNMP","Basic Materials","Oil & Gas Pipelines","USA","0.08",NULL,"0"
"ASYS","Technology","Semiconductor Equipment & Materials","USA","0.25","1984-09-07","0"
"NCA","Financial","Closed-End Fund - Debt","USA","0.15","1987-10-07","0"
"MLN","Financial","Exchange Traded Fund","USA","0.09","2008-01-10","0"
"DIM","Financial","Exchange Traded Fund","USA","0.56","2006-06-16","0"
"SYNL","Basic Materials","Steel & Iron","USA","0.44","1991-12-03","0"
"BSCN","Financial","Exchange Traded Fund","USA","0.07","2014-09-17","0"
"AGZD","Financial","Exchange Traded Fund","USA","0.12","2013-12-18","0"
"RAMP","Technology","Information Technology Services","USA","1.61",NULL,"0"
"MSG","Services","Entertainment - Diversified","USA","6.41","2010-01-25","0"
"CRNT","Technology","Communication Equipment","Israel","0.14","2000-08-04","0"
"FNDA","Financial","Exchange Traded Fund","USA","0.57","2013-08-15","0"
"PWR","Industrial Goods","General Contractors","USA","1.06","1998-02-12","1"
"EWSC","Financial","Exchange Traded Fund","USA","0.83",NULL,"0"
"ATGE","Services","Education & Training Services","USA","1.45",NULL,"0"
"AES","Utilities","Electric Utilities","USA","0.35","1991-06-26","1"
"FLNT","Services","Marketing Services","USA","0.24",NULL,"0"
"IYT","Financial","Exchange Traded Fund","USA","3.78","2004-01-02","0"
"IDSY","Technology","Communication Equipment","USA","0.27","1999-06-30","0"
"CDXS","Healthcare","Biotechnology","USA","0.65","2010-04-22","0"
"BIV","Financial","Exchange Traded Fund","USA","0.39","2007-04-10","0"
"JPN","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"XMPT","Financial","Exchange Traded Fund","USA","0.17","2011-07-13","0"
"CDOR","Financial","REIT - Hotel/Motel","USA","0.02",NULL,"0"
"USEP",,,,NULL,NULL,"0"
"JIGB","Financial","Exchange Traded Fund","USA","0.17",NULL,"0"
"BANX","Financial","Asset Management","USA","0.40","2013-11-07","0"
"CNOB","Financial","Regional - Northeast Banks","USA","0.62","1996-05-30","0"
"KRMA","Financial","Exchange Traded Fund","USA","0.33",NULL,"0"
"BGRN","Financial","Exchange Traded Fund","USA","0.28",NULL,"0"
"OEC","Basic Materials","Specialty Chemicals","Luxembourg","0.63","2014-07-25","0"
"PWS","Financial","Exchange Traded Fund","USA","0.35",NULL,"0"
"JTA","Financial","Closed-End Fund - Equity","USA","0.18","2004-01-29","0"
"SDIV","Financial","Exchange Traded Fund","USA","0.17","2011-06-09","0"
"PSXP","Basic Materials","Oil & Gas Refining & Marketing","USA","1.03","2013-07-23","0"
"DOL","Financial","Exchange Traded Fund","USA","0.38","2006-06-16","0"
"NRE","Financial","REIT - Office","USA","0.04",NULL,"0"
"TCRZ",,,,NULL,NULL,"0"
"IVLU","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"MAAX","Financial","Exchange Traded Fund","USA","0.06",NULL,"0"
"WFHY","Financial","Exchange Traded Fund","USA","0.19",NULL,"0"
"KORP","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"UJUN",,,,NULL,NULL,"0"
"PBND","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"CHIM","Financial","Exchange Traded Fund","USA","0.20","2010-01-14","0"
"GMS","Industrial Goods","General Building Materials","USA","1.25",NULL,"0"
"MXDE","Financial","Exchange Traded Fund","USA","0.20",NULL,"0"
"TRP","Basic Materials","Oil & Gas Pipelines","Canada","0.85","1987-12-30","0"
"ALXN","Healthcare","Biotechnology","USA","4.37","1996-02-28","1"
"RWO","Financial","Exchange Traded Fund","USA","0.44","2008-05-22","0"
"JLS","Financial","Asset Management","USA","0.09","2009-11-27","0"
"NRC","Healthcare","Medical Laboratories & Research","USA","1.85",NULL,"0"
"KMED","Financial","Exchange Traded Fund","USA","0.25",NULL,"0"
"FTXL","Financial","Exchange Traded Fund","USA","0.49",NULL,"0"
"WIA","Financial","Closed-End Fund - Debt","USA","0.07","2003-09-29","0"
"SLCT","Financial","Regional - Mid-Atlantic Banks","USA","0.24","2004-04-13","0"
"SCIX","Financial","Exchange Traded Fund","USA","0.15",NULL,"0"
"RLI","Financial","Property & Casualty Insurance","USA","1.89","1987-12-30","0"
"MORT","Financial","Exchange Traded Fund","USA","0.23","2011-08-17","0"
"VNQ","Financial","Exchange Traded Fund","USA","1.14","2004-09-29","0"
"HASI","Financial","REIT - Diversified","USA","0.62","2013-04-18","0"
"NOAH","Financial","Asset Management","China","1.46","2010-11-10","0"
"SPTL","Financial","Exchange Traded Fund","USA","0.59",NULL,"0"
"ANGL","Financial","Exchange Traded Fund","USA","0.16","2012-04-11","0"
"EWRE","Financial","Exchange Traded Fund","USA","0.29",NULL,"0"
"BTT","Financial","Closed-End Fund - Debt","USA","0.16","2012-08-30","0"
"SPAB","Financial","Exchange Traded Fund","USA","0.11",NULL,"0"
"ETN","Industrial Goods","Diversified Machinery","Ireland","1.93","1972-06-01","1"
"AOK","Financial","Exchange Traded Fund","USA","0.13","2008-11-19","0"
"LKOR","Financial","Exchange Traded Fund","USA","0.39",NULL,"0"
"PNI","Financial","Closed-End Fund - Debt","USA","0.13","2002-06-26","0"
"TDF","Financial","Closed-End Fund - Foreign","Singapore","0.23","1995-02-15","0"
"VRNS","Technology","Technical & System Software","USA","2.15","2014-02-28","0"
"PREF","Financial","Exchange Traded Fund","USA","0.25",NULL,"0"
"GAA","Financial","Exchange Traded Fund","USA","0.14","2014-12-11","0"
"SJIU",,,,NULL,NULL,"0"
"XEC","Basic Materials","Independent Oil & Gas","USA","2.35","2002-09-25","1"
"AMSF","Financial","Property & Casualty Insurance","USA","1.30","2005-11-18","0"
"QGTA","Financial","Exchange Traded Fund","USA","0.13",NULL,"0"
"PTY","Financial","Closed-End Fund - Debt","USA","0.27","2002-12-26","0"
"GNMK","Healthcare","Medical Appliances & Equipment","USA","0.27","2010-05-28","0"
"RWVG",,,,NULL,NULL,"0"
"NYMT","Financial","REIT - Residential","USA","0.08","2004-07-26","0"
"BUYN","Financial","Exchange Traded Fund","USA","0.38",NULL,"0"
"MDIV","Financial","Exchange Traded Fund","USA","0.14","2012-08-14","0"
"PPA","Financial","Exchange Traded Fund","USA","0.94","2005-10-26","0"
"SPBO",,,,NULL,NULL,"0"
"MCS","Services","Entertainment - Diversified","USA","0.90","1990-03-29","0"
"BBAX","Financial","Exchange Traded Fund","USA","0.26",NULL,"0"
"CNCR","Financial","Exchange Traded Fund","USA","0.33",NULL,"0"
"PEG","Utilities","Diversified Utilities","USA","0.88","1980-01-02","1"
"BOCT","Financial","Exchange Traded Fund","USA","0.19",NULL,"0"
"FCVT","Financial","Exchange Traded Fund","USA","0.24",NULL,"0"
"GM","Consumer Goods","Auto Manufacturers - Major","USA","0.82","2010-11-18","1"
"CUZ","Financial","REIT - Diversified","USA","0.66","1990-03-26","0"
"NHC","Healthcare","Long-Term Care Facilities","USA","1.82","1987-01-20","0"
"REMX","Financial","Exchange Traded Fund","USA","0.28","2010-10-28","0"
"ICF","Financial","Exchange Traded Fund","USA","1.57","2001-02-02","0"
"IFV","Financial","Exchange Traded Fund","USA","0.33","2014-07-23","0"
"LTSK",,,,NULL,NULL,"0"
"JPEU","Financial","Exchange Traded Fund","USA","0.37",NULL,"0"
"FXO","Financial","Exchange Traded Fund","USA","0.43","2007-05-10","0"
"FWRD","Services","Air Delivery & Freight Services","USA","1.56","1993-11-16","0"
"BNDC","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"IBDP","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"EMBH","Financial","Exchange Traded Fund","USA","0.11",NULL,"0"
"KR","Services","Grocery Stores","USA","0.81","1977-01-03","1"
"EGF","Financial","Closed-End Fund - Debt","USA","0.07","2005-10-27","0"
"IZEA","Technology","Internet Service Providers","USA","0.04",NULL,"0"
"DKT",,,,NULL,"2008-05-05","0"
"INST","Technology","Application Software","USA","1.25",NULL,"0"
"CNXT","Financial","Exchange Traded Fund","USA","0.40","2014-07-24","0"
"ELJ",,,,NULL,"2012-07-06","0"
"GATX","Services","Rental & Leasing Services","USA","2.07",NULL,"0"
"IHYD",,,,NULL,NULL,"0"
"IBDQ","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"SRT","Services","Business Services","USA","0.25","1997-06-19","0"
"UST","Financial","Exchange Traded Fund","USA","0.87","2010-02-02","0"
"EIM","Financial","Asset Management","USA","0.08","2002-08-28","0"
"IIN","Industrial Goods","Industrial Electrical Equipment","USA","0.79","1980-03-17","0"
"KREF","Financial","REIT - Retail","USA","0.23",NULL,"0"
"BSJN","Financial","Exchange Traded Fund","USA","0.12",NULL,"0"
"CPT","Financial","REIT - Residential","USA","1.68","1993-07-22","0"
"ARNA","Healthcare","Biotechnology","USA","2.08","2000-07-28","0"
"CNRG",,,,NULL,NULL,"0"
"NTNX","Technology","Technical & System Software","USA","1.33",NULL,"0"
"ES","Utilities","Diversified Utilities","USA","1.15",NULL,"1"
"DRIV","Financial","Exchange Traded Fund","USA","0.20","1998-08-12","0"
"FFIU","Financial","Exchange Traded Fund","USA","0.12",NULL,"0"
"SNY","Healthcare","Drug Manufacturers - Major","France","0.67","2002-07-01","0"
"MHE","Financial","Asset Management","USA","0.21","1995-08-18","0"
"IDA","Utilities","Electric Utilities","USA","1.58","1986-10-17","0"
"FIBR","Financial","Exchange Traded Fund","USA","0.27",NULL,"0"
"RPAY",,,,NULL,NULL,"0"
"GJO",,,,NULL,"2005-11-21","0"
"EAGG",,,,NULL,NULL,"0"
"SGB","Financial","Regional - Mid-Atlantic Banks","USA","0.24","1996-08-30","0"
"JO","Financial","Exchange Traded Fund","USA","0.68","2008-06-25","0"
"PXH","Financial","Exchange Traded Fund","USA","0.25","2007-09-28","0"
"FALN","Financial","Exchange Traded Fund","USA","0.16",NULL,"0"
"BMO","Financial","Money Center Banks","Canada","1.21","1994-10-27","0"
"HVT","Services","Home Furnishing Stores","USA","0.62","1992-02-25","0"
"SDVY","Financial","Exchange Traded Fund","USA","0.28",NULL,"0"
"HYLD","Financial","Exchange Traded Fund","USA","0.16","2010-12-01","0"
"MYI","Financial","Closed-End Fund - Debt","USA","0.08","1992-04-21","0"
"VBND","Financial","Exchange Traded Fund","USA","0.19","2014-10-16","0"
"FOCS","Financial","Asset Management","USA","1.06",NULL,"0"
"VTC","Financial","Exchange Traded Fund","USA","0.46",NULL,"0"
"FPAC","Conglomerates","Conglomerates","USA","0.13",NULL,"0"
"OZK","Financial","Regional - Southeast Banks","USA","0.90",NULL,"0"
"SJW","Utilities","Water Utilities","USA","1.20","1972-06-01","0"
"IDLV","Financial","Exchange Traded Fund","USA","0.24","2012-01-17","0"
"DUKB",,,,NULL,NULL,"0"
"YJ","Services","Specialty Retail, Other","China","0.60",NULL,"0"
"TRXC","Healthcare","Medical Instruments & Supplies","USA","0.08","1992-11-12","0"
"GAL","Financial","Exchange Traded Fund","USA","0.26","2012-04-26","0"
"AXE","Services","Industrial Equipment Wholesale","USA","1.96","1984-07-19","0"
"WVVI","Consumer Goods","Beverages - Wineries & Distillers","USA","0.19","1994-09-15","0"
"PIN","Financial","Exchange Traded Fund","USA","0.25","2008-03-05","0"
"GIGB","Financial","Exchange Traded Fund","USA","0.24",NULL,"0"
"KIM","Financial","REIT - Retail","USA","0.38","1991-11-22","1"
"RALS","Financial","Exchange Traded Fund","USA","0.12","2010-12-09","0"
"PFIG","Financial","Exchange Traded Fund","USA","0.12","2011-09-15","0"
"PUI","Financial","Exchange Traded Fund","USA","0.39","2005-10-26","0"
"EPU","Financial","Exchange Traded Fund","USA","0.40","2009-06-22","0"
"FDHY","Financial","Exchange Traded Fund","USA","0.33",NULL,"0"
"IGEB","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"XLI","Financial","Exchange Traded Fund","USA","1.15","1998-12-22","0"
"FIVA","Financial","Exchange Traded Fund","USA","0.18",NULL,"0"
"BG","Consumer Goods","Farm Products","USA","1.31","2001-08-02","0"
"BSCL","Financial","Exchange Traded Fund","USA","0.03","2013-07-17","0"
"MPA","Financial","Closed-End Fund - Debt","USA","0.12","1994-10-27","0"
"SPHD","Financial","Exchange Traded Fund","USA","0.51","2012-10-26","0"
"MUJ","Financial","Closed-End Fund - Debt","USA","0.11","1998-03-12","0"
"SPIP",,,,NULL,NULL,"0"
"WLTW","Financial","Insurance Brokers","United Kingdom","4.13",NULL,"1"
"PSCT","Financial","Exchange Traded Fund","USA","1.49","2010-04-07","0"
"RFUN","Financial","Exchange Traded Fund","USA","0.08",NULL,"0"
"QED","Financial","Exchange Traded Fund","USA","0.05",NULL,"0"
"BSCM","Financial","Exchange Traded Fund","USA","0.11","2013-07-17","0"
"GHY","Financial","Closed-End Fund - Debt","USA","0.11","2012-12-24","0"
"GRNB","Financial","Exchange Traded Fund","USA","0.09",NULL,"0"
"CIO","Financial","REIT - Office","Canada","0.22","2014-04-15","0"
"LGOV","Financial","Exchange Traded Fund","USA","0.15",NULL,"0"
"IGIB","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"BOND","Financial","Exchange Traded Fund","USA","0.34","2012-03-01","0"
"PCY","Financial","Exchange Traded Fund","USA","0.21","2007-10-11","0"
"ACWV","Financial","Exchange Traded Fund","USA","0.78","2011-10-20","0"
"PRLB","Industrial Goods","Machine Tools & Accessories","USA","3.75","2012-02-24","0"
"SLQD","Financial","Exchange Traded Fund","USA","0.08","2013-10-17","0"
"BYLD","Financial","Exchange Traded Fund","USA","0.10","2014-04-24","0"
"DRSK",,,,NULL,NULL,"0"
"FIX","Industrial Goods","General Contractors","USA","1.27","1997-06-27","0"
"DBB","Financial","Exchange Traded Fund","USA","0.16","2007-01-05","0"
"FBND","Financial","Exchange Traded Fund","USA","0.18","2014-10-09","0"
"NVO","Healthcare","Biotechnology","Denmark","0.99","1982-01-04","0"
"VIGI","Financial","Exchange Traded Fund","USA","0.59",NULL,"0"
"SKM","Technology","Wireless Communications","South Korea","0.32","1996-06-27","0"
"ASND","Healthcare","Biotechnology","Denmark","4.35",NULL,"0"
"ELS","Financial","REIT - Residential","USA","2.55","1993-02-25","0"
"GCE","Financial","Exchange Traded Fund","USA","0.61","2007-12-10","0"
"SLYG","Financial","Exchange Traded Fund","USA","0.95","2000-10-02","0"
"DVYE","Financial","Exchange Traded Fund","USA","0.41","2012-02-24","0"
"FLMX","Financial","Exchange Traded Fund","USA","0.24",NULL,"0"
"MGP","Financial","REIT - Hotel/Motel","USA","0.49",NULL,"0"
"GOVT","Financial","Exchange Traded Fund","USA","0.13","2012-02-24","0"
"CIT","Financial","Credit Services","USA","1.24","2009-12-10","0"
"PSCF","Financial","Exchange Traded Fund","USA","0.67","2010-04-07","0"
"IWM","Financial","Exchange Traded Fund","USA","2.65","2000-05-26","0"
"MHF","Financial","Closed-End Fund - Debt","USA","0.08","1989-06-30","0"
"COE","Services","Education & Training Services","China","0.55",NULL,"0"
"CBSH","Financial","Regional - Midwest Banks","USA","1.27","1984-09-07","0"
"QMN","Financial","Exchange Traded Fund","USA","0.04","2012-10-04","0"
"CID","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"VCIT","Financial","Exchange Traded Fund","USA","0.39","2009-11-23","0"
"QAI","Financial","Exchange Traded Fund","USA","0.08","2009-03-25","0"
"MMSI","Healthcare","Medical Instruments & Supplies","USA","1.60","1992-02-26","0"
"GNTY",,,,NULL,NULL,"0"
"ARL","Financial","Property Management","USA","1.19","1984-09-07","0"
"SCHZ","Financial","Exchange Traded Fund","USA","0.21","2011-07-14","0"
"SONA","Financial","Regional - Mid-Atlantic Banks","USA","0.36","2006-11-01","0"
"NBH","Financial","Asset Management","USA","0.22","2002-10-22","0"
"PHK","Financial","Closed-End Fund - Debt","USA","0.08","2003-04-25","0"
"MSI","Technology","Communication Equipment","USA","3.47","1977-01-03","1"
"RNET","Technology","Communication Equipment","USA","0.57","2010-12-15","0"
"HRI","Services","Rental & Leasing Services","USA","1.95",NULL,"0"
"UNIT","Financial","REIT - Industrial","USA","0.35",NULL,"0"
"AGZ","Financial","Exchange Traded Fund","USA","0.31","2008-11-11","0"
"JGH","Financial","Asset Management","USA","0.13","2014-11-25","0"
"DGRE","Financial","Exchange Traded Fund","USA","0.27","2013-08-01","0"
"EFAS","Financial","Exchange Traded Fund","USA","0.16",NULL,"0"
"GSEU","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"MUST",,,,NULL,NULL,"0"
"EWU","Financial","Exchange Traded Fund","USA","0.30","1996-04-01","0"
"XLRE","Financial","Exchange Traded Fund","USA","0.52",NULL,"0"
"DXJS","Financial","Exchange Traded Fund","USA","0.46","2013-06-28","0"
"RORE","Financial","Exchange Traded Fund","USA","0.13",NULL,"0"
"ECL","Basic Materials","Specialty Chemicals","USA","3.92","1988-01-05","1"
"MRNA","Healthcare","Biotechnology","USA","1.13","1993-12-07","0"
"XVZ","Financial","Exchange Traded Fund","USA","0.17","2011-08-18","0"
"NKSH","Financial","Regional - Mid-Atlantic Banks","USA","1.20","1999-12-01","0"
"ABTX","Financial","Regional - Southwest Banks","USA","0.92",NULL,"0"
"RNDM","Financial","Exchange Traded Fund","USA","0.34",NULL,"0"
"FUMB",,,,NULL,NULL,"0"
"VIOV","Financial","Exchange Traded Fund","USA","2.17","2010-09-09","0"
"SGC","Consumer Goods","Textile - Apparel Clothing","USA","0.60","1992-03-17","0"
"SUZ","Consumer Goods","Paper & Paper Products","Brazil","0.59",NULL,"0"
"CBS","Services","Entertainment - Diversified","USA","1.29","2005-12-05","1"
"RPV","Financial","Exchange Traded Fund","USA","1.03","2006-03-07","0"
"TAXF","Financial","Exchange Traded Fund","USA","0.15",NULL,"0"
"HYIH","Financial","Exchange Traded Fund","USA","0.13",NULL,"0"
"CE","Basic Materials","Chemicals - Major Diversified","USA","2.94","2005-01-21","0"
"KRTX","Healthcare","Biotechnology","USA","1.82",NULL,"0"
"PCI","Financial","Closed-End Fund - Debt","USA","0.25","2013-01-29","0"
"JJS","Financial","Exchange Traded Fund","USA","0.33","2008-06-25","0"
"TFIV","Financial","Exchange Traded Fund","USA","0.06",NULL,"0"
"USHY","Financial","Exchange Traded Fund","USA","0.15",NULL,"0"
"WLK","Basic Materials","Specialty Chemicals","USA","2.42","2004-08-12","0"
"BSJL","Financial","Exchange Traded Fund","USA","0.08","2014-09-17","0"
"MANU","Services","Sporting Activities","United Kingdom","0.35","2012-08-10","0"
"DIVY","Financial","Exchange Traded Fund","USA","0.34","2014-12-18","0"
"EAD","Financial","Asset Management","USA","0.07","2003-02-26","0"
"CRM","Technology","Application Software","USA","3.75","2004-06-23","1"
"JOB","Services","Staffing & Outsourcing Services","USA","0.06","1992-03-17","0"
"TLH","Financial","Exchange Traded Fund","USA","1.42","2007-01-11","0"
"INDS","Financial","Exchange Traded Fund","USA","0.38",NULL,"0"
"IBDM","Financial","Exchange Traded Fund","USA","0.04",NULL,"0"
"DIVC","Financial","Exchange Traded Fund","USA","0.62","2014-09-16","0"
"EMMF",,,,NULL,NULL,"0"
"PFFD","Financial","Exchange Traded Fund","USA","0.13",NULL,"0"
"SHYD","Financial","Exchange Traded Fund","USA","0.09","2014-01-14","0"
"TIPZ","Financial","Exchange Traded Fund","USA","0.24","2009-09-09","0"
"HCXZ",,,,NULL,NULL,"0"
"WEX","Services","Business Services","USA","5.64","2005-02-16","0"
"IGRO","Financial","Exchange Traded Fund","USA","0.49",NULL,"0"
"TFLT",,,,NULL,NULL,"0"
"XTL","Financial","Exchange Traded Fund","USA","0.94","2011-01-27","0"
"PCF","Financial","Closed-End Fund - Debt","USA","0.07","1987-07-09","0"
"INTF","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"MCRO","Financial","Exchange Traded Fund","USA","0.08","2009-06-09","0"
"IBDO","Financial","Exchange Traded Fund","USA","0.08",NULL,"0"
"NAVI","Financial","Credit Services","USA","0.34","2014-04-17","1"
"HDV","Financial","Exchange Traded Fund","USA","0.95","2011-03-31","0"
"LEO","Financial","Closed-End Fund - Debt","USA","0.10","1987-09-24","0"
"IBDS","Financial","Exchange Traded Fund","USA","0.16",NULL,"0"
"KOF","Consumer Goods","Beverages - Soft Drinks","Mexico","1.31","1993-09-14","0"
"LMBS","Financial","Exchange Traded Fund","USA","0.07","2014-11-05","0"
"HYDW",,,,NULL,NULL,"0"
"DMO","Financial","Asset Management","USA","0.30","2010-02-24","0"
"HYG","Financial","Exchange Traded Fund","USA","0.34","2007-04-11","0"
"SUI","Financial","REIT - Residential","USA","3.14","1993-12-09","0"
"MBG","Financial","Exchange Traded Fund","USA","0.08","2009-01-30","0"
"ENFR","Financial","Exchange Traded Fund","USA","0.27","2013-11-01","0"
"FEU","Financial","Exchange Traded Fund","USA","0.27","2002-10-21","0"
"SPMB",,,,NULL,NULL,"0"
"GHYB","Financial","Exchange Traded Fund","USA","0.16",NULL,"0"
"WLDN","Services","Technical Services","USA","1.30","2006-11-21","0"
"BSCS","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"SPIB","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"PJUN",,,,NULL,NULL,"0"
"PICK","Financial","Exchange Traded Fund","USA","0.46","2012-02-02","0"
"EAI","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"HEI","Industrial Goods","Aerospace/Defense Products & Services","USA","4.53","1992-03-17","0"
"HFC","Basic Materials","Oil & Gas Refining & Marketing","USA","1.52","1992-03-17","0"
"CHII","Financial","Exchange Traded Fund","USA","0.18","2009-12-01","0"
"SOVB","Financial","Exchange Traded Fund","USA","0.10",NULL,"0"
"FISR","Financial","Exchange Traded Fund","USA","0.18",NULL,"0"
"EXR","Financial","REIT - Industrial","USA","2.03","2004-08-16","1"
"BFZ","Financial","Closed-End Fund - Debt","USA","0.12","2001-07-27","0"
"EFL",,,,NULL,NULL,"0"
"PEY","Financial","Exchange Traded Fund","USA","0.21","2004-12-09","0"
"FNLC","Financial","Regional - Northeast Banks","USA","0.70","1999-07-14","0"
"RWW","Financial","Exchange Traded Fund","USA","0.90","2008-11-19","0"
"SBI","Financial","Asset Management","USA","0.08","1992-03-17","0"
"YLCO","Financial","Exchange Traded Fund","USA","0.14",NULL,"0"
"MVF","Financial","Asset Management","USA","0.08","1990-02-22","0"
"WTFC","Financial","Regional - Midwest Banks","USA","1.79","1998-04-16","0"
"DBLV","Financial","Exchange Traded Fund","USA","0.72",NULL,"0"
"WINA","Services","Specialty Retail, Other","USA","3.88","1993-08-25","0"
"LSTR","Services","Trucking","USA","2.98","1993-03-05","0"
"CPB","Consumer Goods","Processed & Packaged Goods","USA","1.13","1985-07-01","1"
"WWW","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","1.13","1984-12-18","0"
"PSA","Financial","REIT - Industrial","USA","4.42","1980-11-18","1"
"EMB","Financial","Exchange Traded Fund","USA","0.69","2007-12-19","0"
"SCHP","Financial","Exchange Traded Fund","USA","0.27","2010-08-05","0"
"IGI","Financial","Asset Management","USA","0.35","2009-07-01","0"
"TLI","Financial","Closed-End Fund - Debt","USA","0.05","1998-11-20","0"
"CYOU","Technology","Multimedia & Graphics Software","China","0.45","2009-04-02","0"
"PHB","Financial","Exchange Traded Fund","USA","0.05","2007-11-15","0"
"TCF","Financial","Regional - Midwest Banks","USA","1.17",NULL,"0"
"CNSL","Technology","Telecom Services - Domestic","USA","0.34","2005-07-22","0"
"AOS","Industrial Goods","Industrial Electrical Equipment","USA","1.16","1984-09-07","0"
"BGIO","Financial","Asset Management","USA","0.11",NULL,"0"
"SMCP","Financial","Exchange Traded Fund","USA","0.27",NULL,"0"
"ICVT","Financial","Exchange Traded Fund","USA","0.55",NULL,"0"
"MINC","Financial","Exchange Traded Fund","USA","0.12","2013-03-20","0"
"PRFZ","Financial","Exchange Traded Fund","USA","2.02","2006-09-18","0"
"HTRB","Financial","Exchange Traded Fund","USA","0.25",NULL,"0"
"PTH","Financial","Exchange Traded Fund","USA","1.53","2006-10-12","0"
"BSJP","Financial","Exchange Traded Fund","USA","0.11",NULL,"0"
"JHD",,,,NULL,NULL,"0"
"ALTS","Financial","Exchange Traded Fund","USA","0.10","2014-10-09","0"
"TRNE","Conglomerates","Conglomerates","USA","0.06",NULL,"0"
"UE","Financial","REIT - Diversified","USA","0.39",NULL,"0"
"FPXE","Financial","Exchange Traded Fund","USA","0.15",NULL,"0"
"TYPE","Technology","Application Software","USA","0.08","2007-07-25","0"
"BH","Services","Restaurants","USA","5.96","1992-02-25","0"
"STOT","Financial","Exchange Traded Fund","USA","0.08",NULL,"0"
"MVIN","Financial","Exchange Traded Fund","USA","0.27",NULL,"0"
"HYDB","Financial","Exchange Traded Fund","USA","0.17",NULL,"0"
"ENFC","Financial","Regional - Southeast Banks","USA","0.10","2014-10-01","0"
"TLK","Technology","Diversified Communication Services","Indonesia","0.48","1995-11-14","0"
"VZ","Technology","Telecom Services - Domestic","USA","0.79","1983-11-21","2"
"BWMC","Conglomerates","Conglomerates","USA","0.03",NULL,"0"
"SPAQ","Financial","Asset Management","USA","0.02",NULL,"0"
"GRSH","Conglomerates","Conglomerates","USA","0.02",NULL,"0"
